"1","$X
"
"1","  [1]"
"1"," -0.156841369"
"1"," -2.562992918"
"1"," -5.166654792"
"1"," -5.754017231"
"1","  0.223894902"
"1"," -1.612862420"
"1","
"
"1","  [7]"
"1"," -1.347410907"
"1"," -2.759653302"
"1","  0.008438484"
"1"," -3.521385722"
"1"," -3.444487277"
"1"," -1.356935688"
"1","
"
"1"," [13]"
"1"," -2.609172149"
"1"," -0.712092213"
"1"," -0.437849087"
"1","  6.667218078"
"1"," -2.616042239"
"1"," -2.589297231"
"1","
"
"1"," [19]"
"1"," -1.595215680"
"1"," -1.729857039"
"1","  2.208810524"
"1"," -0.003452859"
"1","  5.566784659"
"1"," -2.203799159"
"1","
"
"1"," [25]"
"1","  0.815193067"
"1","  1.081338456"
"1"," -1.213608496"
"1","  1.048433002"
"1","  1.574304508"
"1"," -1.949701374"
"1","
"
"1"," [31]"
"1","  2.744958913"
"1","  0.069972823"
"1","  2.469048249"
"1","  6.123208412"
"1","  3.985214708"
"1","  0.035131163"
"1","
"
"1"," [37]"
"1"," -1.619561498"
"1","  1.274122183"
"1"," -1.179151641"
"1","  2.392782277"
"1"," -2.758574526"
"1"," -0.387501931"
"1","
"
"1"," [43]"
"1","  3.823783763"
"1","  6.010457981"
"1","  0.671598363"
"1","  0.979216063"
"1","  3.398833028"
"1","  2.830055254"
"1","
"
"1"," [49]"
"1"," -3.256412038"
"1"," -2.628126962"
"1","  2.761108327"
"1","  0.542958142"
"1","  3.182586153"
"1"," -0.138567479"
"1","
"
"1"," [55]"
"1"," -1.863379242"
"1"," -0.638962091"
"1","  0.853278108"
"1"," -1.742657150"
"1","  3.870019149"
"1"," -1.493946916"
"1","
"
"1"," [61]"
"1","  2.097913931"
"1"," -4.446289904"
"1"," -3.031080151"
"1"," -0.448307018"
"1","  0.490065372"
"1"," -2.934390092"
"1","
"
"1"," [67]"
"1","  1.327083895"
"1","  1.389021164"
"1"," -3.319554988"
"1"," -3.068063764"
"1"," -0.228481978"
"1","  0.530033198"
"1","
"
"1"," [73]"
"1"," -0.517175500"
"1"," -0.431458687"
"1","  0.034267880"
"1"," -0.846418486"
"1","  1.593262496"
"1","  6.323265320"
"1","
"
"1"," [79]"
"1","  1.169207721"
"1","  2.181063927"
"1"," -1.812810427"
"1","  0.136109424"
"1","  1.171078337"
"1","  3.494472700"
"1","
"
"1"," [85]"
"1"," -1.880163818"
"1"," -4.745033279"
"1"," -2.800725458"
"1","  2.073210444"
"1","  0.626393848"
"1","  0.022429751"
"1","
"
"1"," [91]"
"1","  2.081862516"
"1","  0.400659122"
"1","  3.850801900"
"1","  0.394943986"
"1"," -0.715700636"
"1","  1.381074023"
"1","
"
"1"," [97]"
"1"," -3.281435328"
"1","  1.172782024"
"1"," -0.341877071"
"1"," -2.153663520"
"1","
"
"1","
"
"1","$Y
"
"1","  [1]"
"1"," -1.43293521"
"1"," -2.06110188"
"1"," -5.16940232"
"1"," -3.63891877"
"1","  0.06991194"
"1"," -1.19707501"
"1"," -1.79920064"
"1","
"
"1","  [8]"
"1"," -1.27616205"
"1"," -0.12927676"
"1"," -4.21525327"
"1"," -3.86274441"
"1"," -0.68676563"
"1"," -1.41553520"
"1"," -1.68376299"
"1","
"
"1"," [15]"
"1"," -1.49646065"
"1","  4.96248533"
"1"," -2.16160804"
"1"," -2.99529087"
"1"," -2.46092260"
"1"," -1.79794358"
"1","  2.57898407"
"1","
"
"1"," [22]"
"1","  0.67157255"
"1","  6.40907709"
"1"," -1.18050987"
"1"," -0.32860053"
"1","  0.46830422"
"1"," -0.76375172"
"1","  2.37991906"
"1","
"
"1"," [29]"
"1","  1.01186000"
"1"," -1.42810276"
"1","  2.18933632"
"1"," -0.40831070"
"1","  2.70164017"
